ReturnHeader-Filer-EIN,ReturnHeader-Filer-BusinessName-BusinessNameLine1Txt,ReturnHeader-TaxPeriodEndDt,ReturnHeader-PreparerFirmGrp-PreparerUSAddress-AddressLine1Txt,ReturnHeader-PreparerFirmGrp-PreparerUSAddress-CityNm,ReturnHeader-PreparerFirmGrp-PreparerUSAddress-StateAbbreviationCd,ReturnHeader-PreparerFirmGrp-PreparerUSAddress-ZIPCd,ReturnHeader-Filer-USAddress-AddressLine1Txt,ReturnHeader-Filer-USAddress-CityNm,ReturnHeader-Filer-USAddress-StateAbbreviationCd,ReturnHeader-Filer-USAddress-ZIPCd,ReturnHeader-Filer-BusinessNameControlTxt,ReturnHeader-Filer-PhoneNum,ReturnHeader-BusinessOfficerGrp-PersonNm,ReturnHeader-BusinessOfficerGrp-PersonTitleTxt,ReturnHeader-BusinessOfficerGrp-PhoneNum,ReturnData-IRS990-WebsiteAddressTxt,ReturnData-IRS990-FormationYr,ReturnData-IRS990-ActivityOrMissionDesc,ReturnData-IRS990-TotalEmployeeCnt,ReturnData-IRS990-TotalVolunteersCnt,ReturnData-IRS990-PYContributionsGrantsAmt,ReturnData-IRS990-CYContributionsGrantsAmt,ReturnData-IRS990-PYProgramServiceRevenueAmt,ReturnData-IRS990-CYProgramServiceRevenueAmt,ReturnData-IRS990-PYInvestmentIncomeAmt,ReturnData-IRS990-CYInvestmentIncomeAmt,ReturnData-IRS990-PYOtherRevenueAmt,ReturnData-IRS990-CYOtherRevenueAmt,ReturnData-IRS990-PYTotalRevenueAmt,ReturnData-IRS990-CYTotalRevenueAmt,ReturnData-IRS990-PYGrantsAndSimilarPaidAmt,ReturnData-IRS990-CYGrantsAndSimilarPaidAmt,ReturnData-IRS990-PYBenefitsPaidToMembersAmt,ReturnData-IRS990-CYBenefitsPaidToMembersAmt,ReturnData-IRS990-PYSalariesCompEmpBnftPaidAmt,ReturnData-IRS990-CYSalariesCompEmpBnftPaidAmt,ReturnData-IRS990-PYTotalProfFndrsngExpnsAmt,ReturnData-IRS990-CYTotalProfFndrsngExpnsAmt,ReturnData-IRS990-PYTotalFundraisingExpenseAmt,ReturnData-IRS990-CYTotalFundraisingExpenseAmt,ReturnData-IRS990-PYOtherExpensesAmt,ReturnData-IRS990-CYOtherExpensesAmt,ReturnData-IRS990-PYTotalExpensesAmt,ReturnData-IRS990-CYTotalExpensesAmt,ReturnData-IRS990-PYRevenuesLessExpensesAmt,ReturnData-IRS990-CYRevenuesLessExpensesAmt,ReturnData-IRS990-TotalAssetsBOYAmt,ReturnData-IRS990-TotalAssetsEOYAmt,ReturnData-IRS990-TotalLiabilitiesBOYAmt,ReturnData-IRS990-TotalLiabilitiesEOYAmt,ReturnData-IRS990-NetAssetsOrFundBalancesBOYAmt,ReturnData-IRS990-NetAssetsOrFundBalancesEOYAmt,ReturnData-IRS990-MissionDesc,ReturnData-IRS990-AccountsReceivableGrp-BOYAmt,ReturnData-IRS990-AccountsReceivableGrp-EOYAmt
020147630,HOLDERNESS SCHOOL,2016-06-30,70 COMMERCIAL ST STE 401,CONCORD,NH,03301,CHAPEL LANE PO BOX 1879,PLYMOUTH,NH,03264,HOLD,6035361748,PETER HENDEL,BUSINESS MANAGER,6035361748,HTTP://WWW.HOLDERNESS.ORG/,1879,"LOCATED IN PLYMOUTH, NEW HAMPSHIRE, HOLDERNESS SCHOOL IS A TRADITIONAL INDEPENDENT CO-ED BOARDING SCHOOL WITH AN ENROLLMENT OF 278. SERVING GRADES 9-12, HOLDERNESS SCHOOL PROVIDES A CHALLENGING COLLEGE PREPARATORY CURRICULUM AND SPECIAL PROGRAMS IN ACADEMICS, THE ARTS, THE OUTDOORS, STUDENT LEADERSHIP, AND ATHLETICS INCLUDING WINTER SPORTS. HOLDERNESS SCHOOL FOSTERS EQUALLY THE RESOURCES OF THE MIND, BODY, AND SPIRIT IN THE CREATION OF A CARING COMMUNITY, INSPIRING ALL TO WORK FOR THE BETTERMENT OF HUMANKIND AND GOD'S CREATION.",240,29,3470806,5937625,15420018,15994655,619226,802116,0,0,19510050,22734396,3249682,3462713,0,0,9058546,9261744,0,0,,1827991,6880491,7237703,19188719,19962160,321331,2772236,89531088,91143612,13429749,14399766,76101339,76743846,"HOLDERNESS SCHOOL FOSTERS EQUALLY THE RESOURCES OF THE MIND, BODY, AND SPIRIT IN THE CREATION OF A CARING COMMUNITY, INSPIRING ALL TO WORK FOR THE BETTERMENT OF HUMANKIND AND GOD'S CREATION.",15410,59242
510236362,Christchurch School Foundation,2016-06-30,1111 Metropolitan Ave Ste 1000,Charlotte,NC,28204,C/O CHRISTCHURCH SCHOOL,CHRISTCHURCH,VA,23031,CHRI,8047582306,SANDRA E SCOTT,TREASURER,8047582306,WWW.CHRISTCHURCHSCHOOL.ORG,1978,TO FOSTER AND PROMOTE THE WELFARE AND DEVELOPMENT OF CHRISTCHURCH SCHOOL.,0,16,716464,1098519,0,0,543538,501580,14548,17421,1274550,1617520,1227887,1263875,0,0,0,0,0,0,,0,210801,70416,1438688,1334291,-164138,283229,7298374,6632734,839670,298358,6458704,6334376,"THE MISSION OF THE FOUNDATION IS TO RAISE FUNDS IN SUPPORT OF CHRISTCHURCH SCHOOL, A CHURCH SCHOOL IN THE EPISCOPAL DIOCESE OF VIRGINIA. THE SCHOOL OFFERS HIGH SCHOOL BOYS AND GIRLS COLLEGE PREPARATORY EDUCATION THROUGH A COMMUNITY OF TEACHERS AND STAFF COMMITTED TO THEIR GROWTH AND DEVELOPMENT.",171510,185269
020222227,ST PAUL'S SCHOOL,2016-06-30,80 CITY SQUARE,BOSTON,MA,021293742,325 PLEASANT STREET,CONCORD,NH,03301,STPA,6032294737,MICHELLE L CHICOINE,CFO,6032294737,WWW.SPS.EDU,1856,"ST. PAUL'S SCHOOL IS A COEDUCATIONAL FULLY RESIDENTIAL SCHOOL. (SEE SCHEDULE O)ST. PAUL'S SCHOOL IS A COEDUCATIONAL FULLY RESIDENTIAL SCHOOL FOR GRADES 9 THROUGH 12, FOUNDED IN 1856 AS A PLACE FOR HUMANE BUT RIGOROUS EDUCATION WITHIN A SETTING OF GREAT NATURAL BEAUTY. THE SCHOOL IS LOCATED IN CONCORD, NH, ON A BUCOLIC CAMPUS CONSISTING OF WOODLAND, FIELDS, AND PONDS AND IS HOME TO APPROXIMATELY 535 STUDENTS AND 116 FACULTY MEMBERS.",510,29,18622849,19948422,29852471,31365208,24271458,6424639,761182,715918,73507960,58454187,9173915,10616269,0,0,28063389,27727662,0,0,,4117680,21680599,23292341,58917903,61636272,14590057,-3182085,811860617,796184388,79604524,88051993,732256093,708132395,"BELIEVING THAT EDUCATION IS LIFELONG AND CONTINUES BEYOND THE CLASSROOM, ST. PAUL'S SCHOOL INVITES A DIVERSE GROUP OF APPROXIMATELY 535 STUDENTS AND 330 FACULTY AND STAFF MEMBERS TO CREATE AN EXTENDED FAMILY WHICH RESPECTS (SEE SCHEDULE O FOR CONTINUATION) AND NURTURES INDIVIDUAL TALENT, PERSONAL FREEDOM, AND RESPONSIBILITY, INTELLECTUAL CURIOSITY AND PUBLIC SERVICE. STUDENTS ARE ENCOURAGED TO SEEK THE HIGHEST STANDARDS OF SCHOLASTIC, ARTISTIC AND PHYSICAL ACHIEVEMENT THROUGH AN INTEGRATED CURRICULUM.",274466,225595
020222221,THE WHITE MOUNTAIN SCHOOL,2016-06-30,70 COMMERCIAL STREET 4TH FLOOR,CONCORD,NH,03301,WEST FARM ROAD,BETHLEHEM,NH,03574,WHIT,6034442928,TIMOTHY BREEN,HEAD OF SCHOOL,6034442928,WWW.WHITEMOUNTAIN.ORG,1886,"THE WHITE MOUNTAIN SCHOOL IS A PRIVATE SECONDARY SCHOOL THAT FOLLOWS A COLLEGE PREPARATORY CURRICULUM. DURING THE PAST YEAR 130 STUDENTS IN GRADES 9-12 WERE ENROLLED. THE WHITE MOUNTAIN SCHOOL OFFERS SMALL CLASS SIZES AND A NUMBER OF EXTRACURRICULAR ACTIVITIES TO ITS STUDENTS, INCLUDING AN OUTDOOR EDUCATION PROGRAM.",62,30,970799,2419907,6510996,7069975,116557,131272,33828,50639,7632180,9671793,1862396,2206280,0,0,2842349,3185372,0,0,,415740,2131070,2145005,6835815,7536657,796365,2135136,10520715,12684342,3783901,3777475,6736814,8906867,"THE WHITE MOUNTAIN SCHOOL IS A PRIVATE SECONDARY SCHOOL THAT FOLLOWS A COLLEGE PREPARATORY CURRICULUM. DURING THE PAST YEAR 130 STUDENTS IN GRADES 9-12 WERE ENROLLED. THE WHITE MOUNTAIN SCHOOL OFFERS SMALL CLASS SIZES AND A NUMBER OF EXTRACURRICULAR ACTIVITIES TO ITS STUDENTS, INCLUDING AN OUTDOOR EDUCATION PROGRAM.",9692,17905
042429311,LANDMARK SCHOOL INC,2016-06-30,10 ELM ST,DANVERS,MA,019232811,429 HALE STREET,PRIDES CROSSING,MA,01965,LAND,9789274440,MARK BRISLIN,VP OF FINANC/BUS MGR,9782363202,WWW.LANDMARKSCHOOL.ORG,1967,"TO ENABLE AND EMPOWER STUDENTS WITH LANGUAGE-BASED LEARNING DISABILITIES TO REALIZE THEIR EDUCATIONAL AND SOCIAL POTENTIAL THROUGH AN EXEMPLARY SCHOOL PROGRAM COMPLEMENTED BY OUTREACH AND TRAINING, DIAGNOSIS AND RESEARCH.",391,95,3076550,1702022,27577365,28922998,132484,1059715,,-21630,30786399,31663105,699511,753447,,0,20840576,21164299,,0,,684452,7011721,8067040,28551808,29984786,2234591,1678319,54723332,61413515,19075868,25088457,35647464,36325058,"TO ENABLE AND EMPOWER STUDENTS WITH LANGUAGE-BASED LEARNING DISABILITIES TO REALIZE THEIR EDUCATIONAL AND SOCIAL POTENTIAL THROUGH AN EXEMPLARY SCHOOL PROGRAM COMPLEMENTED BY OUTREACH AND TRAINING, DIAGNOSIS AND RESEARCH.",252611,686606
560530248,ASHEVILLE SCHOOL INC,2016-06-30,PO BOX 5595,ASHEVILLE,NC,288135595,360 ASHEVILLE SCHOOL ROAD,ASHEVILLE,NC,28806,ASHE,8282546345,GLENN R MAYES,ASST TREASURER,8282546345,WWW.ASHEVILLESCHOOL.ORG,1900,"TO PREPARE ITS STUDENTS FOR COLLEGE AND FOR LIFE AND TO PROVIDE AN ATMOSPHERE IN WHICH ALL MEMBERS OF A DIVERSE SCHOOL COMMUNITY APPRECIATE AND STRIVE FOR EXCELLENCE, AN ATMOSPHERE WHICH NURTURES CHARACTER AND FOSTER THE DEVELOPMENT OF MIND, BODY, AND SPIRIT.",152,60,3230115,2659017,12581791,13193711,1288264,3885581,571430,205490,17671600,19943799,2111633,2161422,,0,6935325,6903276,,0,,832629,6326076,6672102,15373034,15736800,2298566,4206999,77808052,80829602,10577732,11019934,67230320,69809668,"TO PREPARE ITS STUDENTS FOR COLLEGE AND FOR LIFE AND TO PROVIDE AN ATMOSPHERE IN WHICH ALL MEMBERS OF A DIVERSE SCHOOL COMMUNITY APPRECIATE AND STRIVE FOR EXCELLENCE, AN ATMOSPHERE WHICH NURTURES CHARACTER AND FOSTER THE DEVELOPMENT OF MIND, BODY, AND SPIRIT.",477394,350102
042103636,WALNUT HILL SCHOOL FOR THE ARTS,2016-06-30,1 PINE HILL DRIVE SUITE 301,QUINCY,MA,021697431,12 HIGHLAND STREET,NATICK,MA,01760,WALN,5086534312,BYRON SHEPPARD,CFO,5086505015,WWW.WALNUTHILLARTS.ORG,1893,"TO EDUCATE TALENTED, ACCOMPLISHED AND INTELLECTUALLY ENGAGED YOUNG ARTISTS FROM ALL OVER THE WORLD. THE SCHOOL DOES SO IN A DIVERSE, HUMANE AND ETHICAL COMMUNITY.",328,140,3495297,2307426,16987723,17298129,1399727,399297,25286,50996,21908033,20055848,3659844,3829663,0,0,7771783,8245530,0,0,,734912,7767058,8014452,19198685,20089645,2709348,-33797,57745920,56388972,23355390,22868521,34390530,33520451,"THE MISSION OF WALNUT HILL IS TO EDUCATE TALENTED, ACCOMPLISHED AND INTELLECTUALLY ENGAGED YOUNG ARTISTS FROM ALL OVER THE WORLD. THE SCHOOL DOES SO IN A DIVERSE, HUMANE AND ETHICAL COMMUNITY.",208633,114834
020223317,Brewster Academy,2016-06-30,PO Box 1100,Portland,ME,041041100,80 Academy Drive,Wolfeboro,NH,03894,BREW,6035697103,Robert Mueller,Treasurer,6035697103,www.brewsteracademy.org,1887,To provide education to residential and day students.,313,58,1222479,1479091,21095135,22223837,281555,394125,344413,360590,22943582,24457643,4285167,4525520,0,0,10223525,10792481,0,0,,887829,8229595,8471828,22738287,23789829,205295,667814,59555516,62191202,24840615,26854998,34714901,35336204,"An independent college preparatory school which provides students with the academic, personal, and social skills necessary for success in a university or college, and for life.",232398,206750
020223634,THE NEW HAMPTON SCHOOL,2016-06-30,19 MORGAN DRIVE,LEBANON,NH,03766,70 MAIN STREET,NEW HAMPTON,NH,03256,NEWH,6036773400,JILL DUNCAN,DIRECTOR OF FINANCE,6036773400,WWW.NEWHAMPTON.ORG,1821,"PROMOTE LITERATURE, SCIENCE & USEFUL ARTS EDUCATION TO STUDENTS IN GRADES 9 THROUGH PG",223,0,2860427,3274147,17595740,18327706,134743,221075,1438,-1087,20592348,21821841,4006760,4251625,0,0,7918943,8146105,0,0,,1202024,7267341,7758103,19193044,20155833,1399304,1666008,68611319,76216998,25202132,31444138,43409187,44772860,"NEW HAMPTON SCHOOL CULTIVATES LIFELONG LEARNERS WHO WILL SERVE AS ACTIVE GLOBAL CITIZENS. NEW HAMPTON SCHOOL PROMOTES LITERATURE, SCIENCE & USEFUL ARTS EDUCATION TO STUDENTS IN GRADES 9 THROUGH PG",6145079,7155805
020222179,PROCTOR ACADEMY,2016-06-30,19 MORGAN DRIVE,LEBANON,NH,03766,PO BOX 500,ANDOVER,NH,03216,PROC,6037356000,D THOMAS HEALEY JR,PRESIDENT,6037356000,PROCTORACADEMY.ORG,1848,"TAKING INSPIRATION FROM OUR MOTTO, PROCTOR ACADEMY CREATES A DIVERSE LEARNING AND LIVING COMMUNITY: ONE THAT VALUES THE INDIVIDUAL AND RECOGNIZES THE POTENTIAL OF EACH MEMBER TO STRETCH BEYOND WHAT HAD BEEN THOUGHT POSSIBLE. BALANCING ACADEMIC RIGOR, STRUCTURE, AND SUPPORT WITH THE FREEDOM FOR STUDENTS TO EXPLORE, CREATE AND DEFINE THEMSELVES, PROCTOR ENCOURAGES STUDENTS TO ACHIEVE THEIR OPTIMAL GROWTH. A DEEP COMMITMENT TO A LEARNING SKILLS PROGRAM AND A STRONG EMPHASIS ON EXPERIMENTAL LEARNING IS INTERWOVEN THROUGHOUT PROCTOR'S ACADEMIC, ATHLETIC, ARTISTIC, AND ENVIRONMENTALLY CONSCIOUS PROGRAMS BOTH ON AND OFF CAMPUS. PROCTOR STUDENTS GRADUATE UNDERSTANDING THE VALUES OF HONESTY, COMPASSION, RESPECT, AND RESONSIBILTY, PROCEEDING WITH CONFIDENCE AND WITH STRATEGIES TO BECOME LIFE-LONG LEARNERS AND THOUGHTFUL CONTRIBUTORS TO THEIR COMMUNITIES.",352,185,8028041,3605177,20162977,21473840,1078875,1979275,54741,38436,29324634,27096728,3470230,3533033,0,0,11947746,12283584,0,0,,1453824,8247424,8779836,23665400,24596453,5659234,2500275,66356046,66861191,19343039,18648240,47013007,48212951,"TAKING INSPIRATION FROM OUR MOTTO, PROCTOR ACADEMY CREATES A DIVERSE LEARNING AND LIVING COMMUNITY: ONE THAT VALUES THE INDIVIDUAL AND RECOGNIZES THE POTENTIAL OF EACH MEMBER TO STRETCH BEYOND WHAT HAD BEEN THOUGHT POSSIBLE. BALANCING ACADEMIC RIGOR, STRUCTURE, AND SUPPORT WITH THE FREEDOM FOR STUDENTS TO EXPLORE, CREATE AND DEFINE THEMSELVES, PROCTOR ENCOURAGES STUDENTS TO ACHIEVE THEIR OPTIMAL GROWTH. A DEEP COMMITMENT TO A LEARNING SKILLS PROGRAM AND A STRONG EMPHASIS ON EXPERIMENTAL LEARNING IS INTERWOVEN THROUGHOUT PROCTOR'S ACADEMIC, ATHLETIC, ARTISTIC, AND ENVIRONMENTALLY CONSCIOUS PROGRAMS BOTH ON AND OFF CAMPUS. PROCTOR STUDENTS GRADUATE UNDERSTANDING THE VALUES OF HONESTY, COMPASSION, RESPECT, AND RESONSIBILTY, PROCEEDING WITH CONFIDENCE AND WITH STRATEGIES TO BECOME LIFE-LONG LEARNERS AND THOUGHTFUL CONTRIBUTORS TO THEIR COMMUNITIES.",403099,257316
020222147,KIMBALL UNION ACADEMY,2016-06-30,19 MORGAN DRIVE,LEBANON,NH,03766,PO BOX 188,MERIDEN,NH,037700188,KIMB,6034693211,ROBERT BLAKE,CFO,6034693211,WWW.KUA.ORG,1813,SECONDARY EDUCATION,198,0,2745486,4726852,16870917,18160214,1621524,876064,220136,185265,21458063,23948395,3566113,3962003,0,0,8042093,8764436,0,0,,1059329,9120312,8852129,20728518,21578568,729545,2369827,72260277,74566993,23822159,24608503,48438118,49958490,"KIMBALL UNION ACADEMY PREPARES STUDENTS FOR THE CHALLENGES OF TOMORROW'S WORLD BY INSPIRING ACADEMIC MASTERY, CREATIVITY, RESPONSIBILITY, AND LEADERSHIP.",342879,961978
050270487,THE WINCHENDON SCHOOL INC,2016-08-31,350 CHURCH STREET 12TH FLOOR,HARTFORD,CT,06103,172 Ash Street,Winchendon,MA,01475,WINC,9782971223,John a Kerney,head of school,9782971223,www.winchendon.org,1962,TO PROVIDE EDUCATIONAL SERVICES IN PREPARING YOUNG MEN AND WOMEN FOR HIGHER EDUCATION.,167,0,671792,1135109,12930252,13293248,1839023,2435625,515787,304297,15956854,17168279,2753207,2892842,0,0,6238148,6453989,19701,9000,,668258,5345713,5920664,14356769,15276495,1600085,1891784,63728581,64636335,20010267,18672525,43718314,45963810,"The Winchendon School, a coeducational, multicultural, private boarding and day community, provides students a dynamic and forward-thinking environment in which to develop strong character, essential study skills, and learning strategies that propel each student to achieve academic and personal success.",1608892,1850408
231365963,REGENTS OF THE MERCERSBURG COLLEGE,2016-06-30,9737 WASHINGTONIAN BLVD 400,GAITHERSBURG,MD,208787340,300 EAST SEMINARY ST,MERCERSBURG,PA,172361551,REGE,7173286110,MARIA L KIMSEY,TREASURER,7173286110,WWW.MERCERSBURG.EDU,1865,"MERCERSBURG ACADEMY PREPARES YOUNG MEN AND WOMEN FROM DIVERSE BACKGROUNDS FOR COLLEGE AND FOR LIFE IN A GLOBAL COMMUNITY. STUDENTS AT MERCERSBURG PURSUE A RIGOROUS AND DYNAMIC CURRICULUM WHILE LEARNING TO LIVE TOGETHER HARMONIOUSLY IN A SUPPORTIVE RESIDENTIAL ENVIRONMENT. MERCERSBURG'S TALENTED FACULTY INSTILL IN STUDENTS THE VALUE OF HARD WORK AND THE IMPORTANCE OF CHARACTER AND COMMUNITY AS THEY TEACH STUDENTS TO THINK FOR THEMSELVES, TO APPROACH LIFE THOUGHTFULLY AND CREATIVELY, TO THRIVE PHYSICALLY, TO ACT MORALLY, TO VALUE THE SPIRITUAL DIMENSION OF HUMAN EXISTENCE, AND TO SERVE OTHERS.",410,726,38000491,34418512,24238947,25096875,9063516,24816141,403050,286774,71706004,84618302,5517842,5820309,0,0,18203615,19232522,32457,26250,,3136850,16813991,17568766,40567905,42647847,31138099,41970455,426649409,435320369,71701063,74403925,354948346,360916444,"MERCERSBURG ACADEMY PREPARES YOUNG MEN AND WOMEN FROM DIVERSE BACKGROUNDS FOR COLLEGE AND FOR LIFE IN A GLOBAL COMMUNITY. STUDENTS AT MERCERSBURG PURSUE A RIGOROUS AND DYNAMIC CURRICULUM WHILE LEARNING TO LIVE TOGETHER HARMONIOUSLY IN A SUPPORTIVE RESIDENTIAL ENVIRONMENT. MERCERSBURG'S TALENTED FACULTY INSTILL IN STUDENTS THE VALUE OF HARD WORK AND THE IMPORTANCE OF CHARACTER AND COMMUNITY AS THEY TEACH STUDENTS TO THINK FOR THEMSELVES, TO APPROACH LIFE THOUGHTFULLY AND CREATIVELY, TO THRIVE PHYSICALLY, TO ACT MORALLY, TO VALUE THE SPIRITUAL DIMENSION OF HUMAN EXISTENCE, AND TO SERVE OTHERS.",39097,47990
060646961,WESTOVER SCHOOL INC,2016-06-30,207 BANK ST,WATERBURY,CT,06702,1237 WHITTEMORE ROAD,MIDDLEBURY,CT,067620847,WEST,2037582423,JULIE FAULSTICH,HEAD OF SCHOOL,2035774515,WWW.WESTOVERSCHOOL.ORG,1909,"THE MISSION OF WESTOVER SCHOOL IS TO PROVIDE AN ENVIRONMENT THAT INSPIRES THE INTELLECTUAL, ARTIST, ATHLETE, AND PHILOSOPHER IN EACH STUDENT. WESTOVER CHALLENGES YOUNG WOMEN TO THINK INDEPENDENTLY, TO EMBRACE DIVERSITY, AND TO GROW INTELLECTUALLY AND SPIRITUALLY.",120,250,2893058,2244067,9283090,9639227,8982437,3097531,178804,254844,21337389,15235669,3222862,3579675,,0,6541677,6846962,,0,,909591,5624337,5914578,15388876,16341215,5948513,-1105546,90889926,85521295,11544463,13014581,79345463,72506714,"THE MISSION OF WESTOVER SCHOOL IS TO PROVIDE AN ENVIRONMENT THAT INSPIRES THE INTELLECTUAL, ARTIST, ATHLETE, AND PHILOSOPHER IN EACH STUDENT. WESTOVER CHALLENGES YOUNG WOMEN TO THINK INDEPENDENTLY, TO EMBRACE DIVERSITY, AND TO GROW INTELLECTUALLY AND SPIRITUALLY.",176798,116216
060646786,Miss Porter's School Inc,2016-06-30,350 CHURCH STREET 12TH FLOOR,HARTFORD,CT,06103,60 MAIN STREET,FARMINGTON,CT,060322232,MISS,8604093500,MICHAEL BERGIN,CFO,8604093500,WWW.PORTERS.ORG,1943,"MISS PORTER'S SCHOOL EXCELS AT PREPARING YOUNG WOMEN FOR COLLEGE, FOR LEADERSHIP, AND FOR LIFE. our attentive, diverse boarding and day community provides a demanding curriculum - academic, artistic, athletic and residential. we challenge our students to become informed, bold, resourceful and ethical global citizens. we expect our graduates to shape a changing world.",285,323,11866891,5672285,16562738,17293631,10768185,2377537,368744,317727,39566558,25661180,3510426,3697998,0,0,11866146,12261171,0,0,,1953796,9456723,9997260,24833295,25956429,14733263,-295249,164491331,158849188,23070868,23694350,141420463,135154838,"Miss Porter's School educates young women to become informed, bold, resourceful and ethical global citizens. We expect our graduates to shape a changing world.",76436,103754
060689699,ETHEL WALKER SCHOOL INC,2016-06-30,29 S MAIN STREET PO BOX 272000,WEST HARTFORD,CT,061272000,230 BUSHY HILL ROAD,SIMSBURY,CT,06070,ETHE,8606584467,GREGORY JANDREAU,CHIEF FINANCIAL OFFICER,8606584467,WWW.ETHELWALKER.ORG,1911,"THE ETHEL WALKER SCHOOL IS AN INDEPENDENT, COLLEGE PREPARATORY, BOARDING AND DAY SCHOOL FOR GIRLS IN GRADES SIX THROUGH TWELVE. SINCE 1911, THE ETHEL WALKER SCHOOL HAS EXCELLED AT PREPARING STUDENTS TO MAKE A DIFFERENCE IN THE WORLD. MEMBERS OF THIS DIVERSE COMMUNITY ARE DEDICATED TO SCHOLARSHIP, THE ARTS, ATHLETICS, WELLNESS, AND SERVICE. THE SATISFACTION OF ACHIEVEMENT AND JOY OF FRIENDSHIP ARE FUNDAMENTAL PRINCIPLES AS THE SCHOOL EMPOWERS GIRLS TO LEAD WITH INTEGRITY, CONFIDENCE, COURAGE, AND CONVICTION.",159,0,13539117,7289197,13037190,13132562,1270821,254445,-135812,95910,27711316,20772114,4069466,4579220,0,0,8454970,7884401,0,0,,952187,6721993,7736995,19246429,20200616,8464887,571498,81762490,88882874,23304903,30029884,58457587,58852990,"THE ETHEL WALKER SCHOOL IS AN INDEPENDENT, COLLEGE PREPARATORY, BOARDING AND DAY SCHOOL FOR GIRLS IN GRADES SIX THROUGH TWELVE. SINCE 1911, THE ETHEL WALKER SCHOOL HAS EXCELLED AT PREPARING STUDENTS TO MAKE A DIFFERENCE IN THE WORLD. MEMBERS OF THIS DIVERSE COMMUNITY ARE DEDICATED TO SCHOLARSHIP, THE ARTS, ATHLETICS, WELLNESS, AND SERVICE. THE SATISFACTION OF ACHIEVEMENT AND JOY OF FRIENDSHIP ARE FUNDAMENTAL PRINCIPLES AS THE SCHOOL EMPOWERS GIRLS TO LEAD WITH INTEGRITY, CONFIDENCE, COURAGE, AND CONVICTION.",1079414,739212
042105775,TRUSTEES OF LAWRENCE ACADEMY,2016-06-30,1 PINE HILL DRIVE SUITE 301,QUINCY,MA,021697431,PO BOX 992,GROTON,MA,01450,TRUS,9784486535,LINDA C DEASY,ASSISTANT TREASURER,9784486535,WWW.LACADEMY.EDU,1793,"LAWRENCE ACADEMY'S MISSION ASSERTS THE FOLLOWING IN PROVIDING COLLEGE PREPARATORY EDUCATION FOR BOARDING AND DAY STUDENTS IN GRADES 9-12: ""LAWRENCE ACADEMY RECOGNIZES YOU FOR WHO YOU ARE AND INSPIRES YOU TO TAKE RESPONSIBILITY FOR WHO YOU WANT TO BECOME."" THROUGH ITS MISSION AND PROGRAMS, LAWRENCE ACADEMY SEEKS EXCELLENCE AND DISTINCTION THROUGH A ""STUDENT-CENTERED"" APPROACH TO EDUCATION. THE SCHOOL'S FOCUS BEGINS WITH A CAREFULLY DESIGNED ACADEMIC PROGRAM THAT STRIVES FOR CREATIVE AND INTERDISCIPLINARY APPROACHES TO LEARNING. ARTS AND ATHLETICS ARE ADDITIONAL AVENUES FOR FOSTERING SELF-DISCOVERY, GROWTH, PASSION, AND ACCOMPLISHMENT IN YOUNG PEOPLE. ULTIMATELY THE TOTAL EDUCATION PROGRAM, INCLUDING LIFE ON CAMPUS AND IN THE DORMS, IS DEDICATED TO TRANSFORMING THE LIVES OF YOUNG PEOPLE AND CREATING A COMMUNITY WHERE WELL-BEING, MUTUAL SUPPORT, AND THOUGHTFUL, RESPONSIBLE LIVING ARE FOSTERED.",281,100,3334680,2275491,21032487,21094266,2894251,1930448,113196,172383,27374614,25472588,4762536,5225129,0,0,10555612,11002913,0,0,,1200174,9381927,9250120,24700075,25478162,2674539,-5574,68128193,65014578,19100043,18627904,49028150,46386674,"LAWRENCE ACADEMY'S MISSION ASSERTS THE FOLLOWING IN PROVIDING COLLEGE PREPARATORY EDUCATION FOR BOARDING AND DAY STUDENTS IN GRADES 9-12: ""LAWRENCE ACADEMY RECOGNIZES YOU FOR WHO YOU ARE AND INSPIRES YOU TO TAKE RESPONSIBILITY FOR WHO YOU WANT TO BECOME."" THROUGH ITS MISSION AND PROGRAMS, LAWRENCE ACADEMY SEEKS EXCELLENCE AND DISTINCTION THROUGH A ""STUDENT-CENTERED"" APPROACH TO EDUCATION. THE SCHOOL'S FOCUS BEGINS WITH A CAREFULLY DESIGNED ACADEMIC PROGRAM THAT STRIVES FOR CREATIVE AND INTERDISCIPLINARY APPROACHES TO LEARNING. ARTS AND ATHLETICS ARE ADDITIONAL AVENUES FOR FOSTERING SELF-DISCOVERY, GROWTH, PASSION, AND ACCOMPLISHMENT IN YOUNG PEOPLE. ULTIMATELY THE TOTAL EDUCATION PROGRAM, INCLUDING LIFE ON CAMPUS AND IN THE DORMS, IS DEDICATED TO TRANSFORMING THE LIVES OF YOUNG PEOPLE AND CREATING A COMMUNITY WHERE WELL-BEING, MUTUAL SUPPORT, AND THOUGHTFUL, RESPONSIBLE LIVING ARE FOSTERED.",3411431,3476058
